feature_id,parent_feature_id,source_tracker,surface,feature,entrypoint_or_route,source_evidence,risk_level,user_story,expected_behavior,setup_preconditions,test_command_or_steps,verification_mode,status,evidence,bug_id,bug_summary,bug_repro,fix_status,retest_evidence,last_verified_at,owner_lane,notes,review_status,review_notes,fix_strategy,validation_status
DOC-NAV-023,,docs/qa/feature-user-story-status.csv,Docs,Skill health page,docs/skills-health.md,mkdocs.yml nav,Medium,As a maintainer I can understand skill health checks,The page documents health signals expected remediation and release review meaning,Docs build environment available,python -m mkdocs build --strict --quiet plus tracker nav coverage test,Automated Test,Tested Pass,PASS: docs/skills-health.md is present in mkdocs.yml nav; python -m mkdocs build --strict --quiet passed; tracker nav coverage test passed for this entrypoint.,,,,,,2026-06-29,Core/Docs Lane,Added for public MkDocs nav coverage enforcement.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DOC-NAV-024,,docs/qa/feature-user-story-status.csv,Docs,Memory anchoring page,docs/memory-anchor.md,mkdocs.yml nav,Medium,As a user I can understand memory anchoring behavior,The page documents memory anchor concepts configuration and expected product behavior,Docs build environment available,python -m mkdocs build --strict --quiet plus tracker nav coverage test,Automated Test,Tested Pass,PASS: docs/memory-anchor.md is present in mkdocs.yml nav; python -m mkdocs build --strict --quiet passed; tracker nav coverage test passed for this entrypoint.,,,,,,2026-06-29,Core/Docs Lane,Added for public MkDocs nav coverage enforcement.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DOC-NAV-025,,docs/qa/feature-user-story-status.csv,Docs,Skill lifecycle and dashboard page,docs/skill-lifecycle-and-dashboard.md,mkdocs.yml nav,Medium,As a dashboard user I can understand skill lifecycle views,The page documents lifecycle states dashboard linkage and expected user workflows,Docs build environment available,python -m mkdocs build --strict --quiet plus tracker nav coverage test,Automated Test,Tested Pass,PASS: docs/skill-lifecycle-and-dashboard.md is present in mkdocs.yml nav; python -m mkdocs build --strict --quiet passed; tracker nav coverage test passed for this entrypoint.,,,,,,2026-06-29,Core/Docs Lane,Added for public MkDocs nav coverage enforcement.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DOC-NAV-026,,docs/qa/feature-user-story-status.csv,Docs,Skill-quality install page,docs/skill-quality-install.md,mkdocs.yml nav,Medium,As an installer I can understand skill quality install guidance,The page documents quality signals install decisions and user-visible expectations,Docs build environment available,python -m mkdocs build --strict --quiet plus tracker nav coverage test,Automated Test,Tested Pass,PASS: docs/skill-quality-install.md is present in mkdocs.yml nav; python -m mkdocs build --strict --quiet passed; tracker nav coverage test passed for this entrypoint.,,,,,,2026-06-29,Core/Docs Lane,Added for public MkDocs nav coverage enforcement.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DIST-001,,docs/qa/feature-user-story-status.csv,Distribution,GitHub About metadata,GitHub repository About,src/update_repo_stats.py,High,As a GitHub visitor I can understand ctx positioning and current counts from the repo About,About says ctx is a recommendation layer not a marketplace and uses shipped graph counts,GitHub CLI authenticated,python src/update_repo_stats.py --check-github-about,Manual/Documented,Retested Pass,PASS: GitHub About description is up to date on main 16c96b1.,,,,,PASS: GitHub About description is up to date on main 16c96b1.,2026-06-29,Telemetry/Release Lane,Revalidated after inventory wording merge with python src/update_repo_stats.py --check-github-about.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DIST-002,,docs/qa/feature-user-story-status.csv,Distribution,Main CI test workflow,.github/workflows/test.yml,.github/workflows/test.yml,High,As a contributor I can trust the required main test workflow,Main pushes run static unit canary package browser security telemetry and required aggregate gates including the targeted windows-high-risk importer job,GitHub Actions available,.venv/bin/python -m pytest -q --no-cov src/tests/test_ci_classifier.py; require windows-high-risk on the current branch PR,Automated Test,Retested Pass,PASS: GitHub Actions run 29618367990 completed successfully including CI required and native Windows high-risk importer job 88008245118.,,,,,PASS: GitHub Actions run 29618367990 completed successfully including CI required and native Windows high-risk importer job 88008245118.,2026-07-20,Telemetry/Release Lane,Windows Server 2025 with CPython 3.12.10 ran all three importer suites: 214 passed and 17 skipped.,Reviewed with native CI evidence,Local classifier policy and the required native platform execution both pass.,Ponytail: one selective Windows 3.12 importer job in the required aggregate.,Validated by successful required aggregate and native Windows importer execution
DIST-003,,docs/qa/feature-user-story-status.csv,Distribution,Docs deploy workflow,.github/workflows/docs.yml,.github/workflows/docs.yml,High,As a docs visitor I get the current public docs after main updates,Docs workflow builds strict MkDocs and deploys GitHub Pages without stale generated content,GitHub Pages enabled,gh run view 29021393673 and curl public docs URLs,Manual/Documented,Retested Pass,PASS: Deploy docs to GitHub Pages run 29021393673 for de646b52 succeeded and the generated README/docs stats check is up to date.,,,,,PASS: Deploy docs to GitHub Pages run 29021393673 for de646b52 succeeded and the generated README/docs stats check is up to date.,2026-07-11,Telemetry/Release Lane,Public docs reflect merged main at de646b52; the volatile test inventory remains generator-owned in README and docs/index.md.,Reviewed locally,Local standards/spec review confirmed the docs run and generator-owned stats evidence; prior docs-only no-mistakes run 01KWSY6H1BV17DK8G2CJKYB23W also reached checks-passed and merged.,Ponytail: keep volatile counts in generated files instead of duplicating them in tracker prose.,README/docs stats check passes; numeric inventory is intentionally generator-owned
DIST-004,,docs/qa/feature-user-story-status.csv,Distribution,Hugging Face sync workflow,.github/workflows/huggingface-sync.yml,.github/workflows/huggingface-sync.yml and scripts/sync_huggingface.py,Critical,As a Hugging Face visitor I get the same tracked repo and graph artifacts as GitHub,Workflow hydrates graph artifacts from matching release assets or size-capped targeted LFS for full publishes while refusing stale README/docs stats and limiting card-only sync to README/CHANGELOG/docs inputs,Valid write-scoped HF_TOKEN configured in GitHub secrets,GitHub Actions Sync Hugging Face workflow on main,Automated Test,Blocked/Human Decision,FAIL: main Sync Hugging Face workflow run 28340695227 for 16c96b1 failed after README/docs stats and graph artifact hydration passed; upload to https://huggingface.co/api/datasets/Stevesolun/ctx/preupload/main returned 401 Unauthorized / Invalid username or password.,CTX-CICD-001,Post-exposure HF_TOKEN rotation remains open after successful sync proof,GitHub Actions Sync Hugging Face workflow on main,"Replace and revoke the token that was exposed during incident handling, update GitHub HF_TOKEN, then rerun the Sync Hugging Face workflow.","PASS: workflow_dispatch Sync Hugging Face run 28362276544 proved the replacement secret could publish the dataset at that time; current repo stats are enforced separately by update_repo_stats.py and PR #239 refreshed GitHub docs to 4,473 inventory.",2026-07-05,Human Owner,"Successful run proved the replacement secret worked, but the exposed credential still requires another rotation before this row can pass; workflow classifier now full-syncs source test and workflow changes.",Human-owned blocker reviewed,Imported from docs/qa/feature-user-story-status.csv; supporting status now matches canonical Blocked/Human Decision.,Human decision: HF_TOKEN rotation is intentionally out of scope for the agent.,Out of scope human-owned blocker; no-mistakes not applicable until token rotation is confirmed
DIST-005,,docs/qa/feature-user-story-status.csv,Distribution,Clean host contract workflow,.github/workflows/clean-host-contract.yml,.github/workflows/clean-host-contract.yml,High,As a new installer I can verify ctx works on a clean host,Workflow installs the package in a clean environment and runs the clean-host smoke contract,GitHub Actions available,gh run view 28340695216,Automated Test,Retested Pass,PASS: Clean host contract job 83954561453 passed inside main Tests run 28340695216 for 16c96b1.,,,,,PASS: Clean host contract job 83954561453 passed inside main Tests run 28340695216 for 16c96b1.,2026-06-29,Telemetry/Release Lane,Revalidated through the current required main workflow after the inventory wording merge.,Reviewed by no-mistakes,Historical tracker import; current canonical row is covered by completed goal-loop review and no-mistakes gate.,Ponytail: no fix needed unless retest produces a concrete regression.,Validated by completed goal-loop and no-mistakes gate
DIST-006,,docs/qa/feature-user-story-status.csv,Distribution,PyPI publish workflow,.github/workflows/publish.yml,.github/workflows/publish.yml,High,As a PyPI user I can install the tagged release with matching graph artifacts,Tag publish builds the wheel validates graph artifacts uploads release assets and publishes the package,Published release tag and clean temporary PyPI install environment,Inspect publish workflow run plus release/PyPI metadata; install claude-ctx from PyPI and load ctx-telemetry-export; run local full graph/dashboard smoke,CI/CD Gate,Retested Pass,PASS: the published v1.0.20 workflow evidence remains valid. PASS LOCAL: commits e870e35f and ff39bfb8 add manifest-locked reproducible artifacts and release-layout assertions; focused local release gates pass.,,,,,"PASS: the prior tagged v1.0.20 publication succeeded, and the current manifest-locked builder and release-layout regressions pass locally at e870e35f and ff39bfb8.",2026-07-26,Telemetry/Release Lane,Local release behavior is closed; observation of the new manifest-locked path in a fresh tagged workflow is tracked separately by AUDIT-085.,Approved locally; prior tagged release verified,The reproducible builder and exact artifact handoff are locally reviewed while the changed workflow still needs one fresh tagged run.,Keep the verified local builder contract and collect one remote tagged-workflow observation without weakening publication gates.,Local release behavior validated; new tagged-workflow observation tracked by AUDIT-085
